1.314466744661331177e-01	1.220159158110618591e-01	8.104862272739410400e-02	3.668495416641235352e-01	1.804048269987106323e-01	2.357070446014404297e-01	8.602421730756759644e-02	2.858121395111083984e-01	6.826120018959045410e-01	2.063526809215545654e-01	6.609048843383789062e-01	-1.876361221075057983e-01	2.493830919265747070e-01	4.260974526405334473e-01	2.290902584791183472e-01
3.323971480131149292e-02	3.172186017036437988e-02	-1.524206101894378662e-01	1.171320825815200806e-01	-8.322692662477493286e-02	1.915553808212280273e-01	8.409731835126876831e-02	8.982028812170028687e-02	2.464079409837722778e-01	4.601515084505081177e-02	3.880554139614105225e-01	-9.952542930841445923e-02	-4.440553486347198486e-02	1.595080494880676270e-01	2.205809503793716431e-01
1.800983101129531860e-01	7.133012264966964722e-02	-3.362731337547302246e-01	2.469968348741531372e-01	3.215577006340026855e-01	3.325994908809661865e-01	-1.193809658288955688e-01	1.201290711760520935e-01	1.825236678123474121e-01	9.569659829139709473e-02	4.002861678600311279e-01	-2.436649501323699951e-01	4.228268563747406006e-01	2.998760640621185303e-01	2.508367300033569336e-01
1.003356352448463440e-01	2.478282339870929718e-02	-3.796416819095611572e-01	-3.769991174340248108e-02	2.993028461933135986e-01	5.953254699707031250e-01	-2.356757372617721558e-01	2.001912593841552734e-01	2.644752562046051025e-01	8.052139729261398315e-02	4.436124563217163086e-01	-3.590804636478424072e-01	2.951361238956451416e-01	4.706294238567352295e-01	4.262092113494873047e-01
2.688460052013397217e-01	2.376783490180969238e-01	-3.496540486812591553e-01	3.385629132390022278e-02	2.903127372264862061e-01	5.083519220352172852e-01	1.647860705852508545e-01	2.055062949657440186e-01	3.980566263198852539e-01	1.579693704843521118e-02	4.394422173500061035e-01	-4.252658784389495850e-01	3.910374939441680908e-01	5.371056795120239258e-01	5.558533072471618652e-01
6.671430170536041260e-02	-1.636526733636856079e-01	-2.343564331531524658e-01	-1.332186255604028702e-02	6.673868745565414429e-02	1.746376603841781616e-01	-2.512388527393341064e-01	7.972203940153121948e-02	2.180839888751506805e-02	-2.347251400351524353e-02	1.133755818009376526e-01	-2.077543735504150391e-01	9.815102815628051758e-02	1.655312776565551758e-01	-1.079273596405982971e-02
2.598878368735313416e-02	3.054616041481494904e-02	-1.718744039535522461e-01	-1.034427154809236526e-02	2.088864147663116455e-02	1.692805886268615723e-01	1.201386898756027222e-01	7.146757096052169800e-02	7.621464878320693970e-02	1.276998370885848999e-01	-4.334519505500793457e-01	-2.407142333686351776e-02	4.197846725583076477e-02	1.169397458434104919e-01	5.047830194234848022e-02
3.343278467655181885e-01	1.418820917606353760e-01	-3.559047281742095947e-01	-8.497777581214904785e-02	1.943041831254959106e-01	4.330546557903289795e-01	-2.478601634502410889e-01	3.811590075492858887e-01	4.236319065093994141e-01	1.267343014478683472e-01	8.601507544517517090e-01	-3.659127652645111084e-01	3.505774438381195068e-01	2.892309427261352539e-01	7.095744013786315918e-01
1.576219350099563599e-01	1.623774021863937378e-01	-1.115323007106781006e-01	1.621008515357971191e-01	7.139048725366592407e-02	1.418839544057846069e-01	9.955323487520217896e-02	1.223691701889038086e-01	2.795261144638061523e-01	5.610636994242668152e-02	2.784484624862670898e-01	-1.517144441604614258e-01	6.972857564687728882e-02	1.199360415339469910e-01	3.029454052448272705e-01
4.946635290980339050e-02	5.610454082489013672e-02	-1.836920529603958130e-02	2.009977959096431732e-02	-1.023322157561779022e-02	-2.704705297946929932e-02	1.400138344615697861e-02	3.363754600286483765e-02	5.485909059643745422e-02	3.098531253635883331e-02	-9.257721155881881714e-02	-3.762987256050109863e-02	-1.321745570749044418e-03	-1.309197396039962769e-03	8.062616735696792603e-02
1.542423963546752930e-01	8.209328353404998779e-02	-1.210346668958663940e-01	6.313177198171615601e-02	2.165893316268920898e-01	1.578783839941024780e-01	-1.248461753129959106e-01	1.981005817651748657e-01	7.767900824546813965e-02	1.241255477070808411e-01	1.463783979415893555e-01	-2.669084966182708740e-01	1.600112318992614746e-01	2.706106901168823242e-01	1.276354491710662842e-01
2.778321132063865662e-02	8.220178633928298950e-02	-3.484072387218475342e-01	-3.593607619404792786e-02	4.281697422266006470e-02	2.304055094718933105e-01	4.585097078233957291e-03	1.403330266475677490e-01	1.557561010122299194e-01	1.309692561626434326e-01	3.670618236064910889e-01	-4.288814589381217957e-02	-5.628188140690326691e-03	1.448623239994049072e-01	5.417577177286148071e-02
1.010570451617240906e-01	1.683228015899658203e-01	-3.559185564517974854e-01	1.316852718591690063e-01	1.303904503583908081e-01	3.466227650642395020e-01	-8.646085858345031738e-02	9.172163158655166626e-02	2.821894288063049316e-01	1.639603674411773682e-01	3.128460645675659180e-01	-2.341662794351577759e-01	1.349924653768539429e-01	2.149464040994644165e-01	4.137023985385894775e-01
8.469973504543304443e-02	2.086914032697677612e-01	-1.713038384914398193e-01	-5.244976654648780823e-02	2.597420215606689453e-01	1.198533922433853149e-01	-3.075167834758758545e-01	2.883106768131256104e-01	1.303048729896545410e-01	2.684151232242584229e-01	6.378229856491088867e-01	-6.351572275161743164e-02	1.145959049463272095e-01	3.328887224197387695e-01	1.133568659424781799e-01
1.144042909145355225e-01	1.892312765121459961e-01	-1.823885440826416016e-01	1.705809235572814941e-01	1.395828723907470703e-01	2.888522446155548096e-01	4.478823021054267883e-02	3.533187508583068848e-02	1.890654712915420532e-01	1.258990317583084106e-01	1.999903768301010132e-01	-2.332208752632141113e-01	2.715506851673126221e-01	2.200581431388854980e-01	4.457039833068847656e-01
1.609320640563964844e-01	6.394653320312500000e-01	-1.269887089729309082e-01	3.148846328258514404e-01	5.130289793014526367e-01	2.442819029092788696e-01	-1.712759286165237427e-01	5.774289835244417191e-03	2.673184871673583984e-01	3.730854094028472900e-01	4.629627466201782227e-01	-2.124615013599395752e-01	3.543049097061157227e-01	4.203425943851470947e-01	5.131143927574157715e-01
8.795004338026046753e-02	3.156552091240882874e-02	-5.416716933250427246e-01	-1.279438585042953491e-01	2.132069915533065796e-01	6.993342638015747070e-01	-6.397987157106399536e-02	1.383499801158905029e-01	4.822251498699188232e-01	1.054765433073043823e-01	1.842141598463058472e-01	-4.951193332672119141e-01	5.315742492675781250e-01	6.365644931793212891e-01	6.965604424476623535e-01
2.334462106227874756e-01	8.115654811263084412e-03	-1.411064900457859039e-02	1.912862807512283325e-02	2.224913686513900757e-01	1.653138250112533569e-01	-2.593009173870086670e-01	1.682425588369369507e-01	1.442003250122070312e-01	4.816731065511703491e-02	5.735742449760437012e-01	-1.972957998514175415e-01	2.978267967700958252e-01	2.810367345809936523e-01	1.930463761091232300e-01
1.517582833766937256e-01	9.731087833642959595e-02	-2.720191776752471924e-01	1.744291335344314575e-01	2.613278329372406006e-01	2.837210595607757568e-01	2.440859004855155945e-02	1.342810988426208496e-01	8.834415674209594727e-02	7.091272622346878052e-02	5.858270525932312012e-01	-1.407735943794250488e-01	4.117977619171142578e-02	2.233148217201232910e-01	1.249581947922706604e-01
